usager_id,age,niveau_diplome,anciennete_poste_ans,code_rome_vise,code_insee_commune,est_allocataire,nationalite_hors_ue,synthese_entretien,classe_retour_emploi
ID_0027,61.0,Bac,2.6,D1503,54062,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",1
ID_0028,42.0,Bac+2,1.5,K1201,29163,1.0,1,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0029,44.0,Bac,1.2,M1602,58220,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0030,59.0,Bac,0.4,K2106,50115,,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0031,45.0,Bac+5,1.5,C1302,12290,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0032,33.0,Sans diplôme,0.5,N1101,21481,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0033,32.0,Bac+5,4.0,M1501,76493,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_0034,61.0,Bac,0.7,M1806,91240,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,2
ID_0035,20.0,Bac+2,0.2,H1206,25212,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,0
ID_0036,54.0,Bac+2,2.4,N1301,70560,1.0,1,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_0037,24.0,Bac+5,2.7,D1406,32196,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0038,38.0,Bac+2,6.2,H1206,80655,0.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",0
ID_0039,26.0,Bac+2,2.6,W1401,80819,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0040,56.0,Sans diplôme,1.3,K2101,68248,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,2
ID_0041,35.0,,4.9,A1301,61442,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",1
ID_0042,21.0,Sans diplôme,2.3,K2111,64026,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0043,42.0,Bac+2,0.2,M1203,32133,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0044,31.0,Bac,2.5,H1504,50059,0.0,1,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0045,26.0,Bac+2,7.2,K1403,16121,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0046,43.0,Sans diplôme,1.5,A1301,55008,1.0,1,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0047,,Sans diplôme,1.1,K1601,52083,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",2
ID_0048,37.0,Bac+2,0.5,H1504,60677,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0049,45.0,Sans diplôme,0.5,M1805,64259,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0050,24.0,Sans diplôme,1.7,K1601,38310,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0051,61.0,Sans diplôme,2.7,N1101,11052,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0052,25.0,Bac+5,0.3,M1805,84026,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_0053,52.0,Bac+2,8.4,D1503,58224,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,2
ID_0054,31.0,Bac,4.2,M1806,07332,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0055,34.0,Bac,2.7,F1603,76255,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_0056,53.0,Bac,5.3,K1403,47065,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",1
ID_0057,57.0,Bac+2,0.3,N1303,14748,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",1
ID_0058,21.0,Bac+2,1.9,A1203,41288,0.0,1,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0059,19.0,Sans diplôme,3.0,G1203,53029,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",1
ID_0060,,Sans diplôme,5.3,C1102,26122,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0061,59.0,Sans diplôme,4.6,C1302,68153,0.0,1,Problème ponctuel de mobilité géographique. Zone mal desservie.,2
ID_0062,21.0,Bac+2,1.0,G1801,62777,0.0,1,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",1
ID_0063,46.0,Bac+2,8.5,G1203,46276,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0064,35.0,Bac,0.4,K1601,60121,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0065,43.0,Sans diplôme,6.2,K1403,62690,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",2
ID_0066,61.0,Sans diplôme,10.6,F1603,59174,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,2
ID_0067,51.0,Bac+5,0.6,M1805,02252,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0068,27.0,Bac,3.8,D1210,76671,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0069,53.0,Bac+2,0.1,M1805,33492,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,1
ID_0070,31.0,Bac+2,1.6,M1705,51172,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0071,48.0,Bac,2.2,H1206,38358,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,0
ID_0072,32.0,Bac,2.6,D1503,88077,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_0073,25.0,Sans diplôme,8.2,C1501,19058,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,2
ID_0074,31.0,Bac+2,3.3,M1501,11272,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0075,40.0,Bac+2,2.0,G1601,06107,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0076,57.0,Bac+2,5.0,N1303,28407,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0077,38.0,Bac,9.0,C1302,80726,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_0078,33.0,Sans diplôme,0.1,A1202,21112,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",1
ID_0079,62.0,Bac+5,12.1,A1401,30350,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,2
ID_0080,35.0,,0.3,H2502,74096,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,0
ID_0081,41.0,Bac,5.1,C1501,72027,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0082,43.0,Bac+5,1.0,G1203,11256,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,0
ID_0083,42.0,Bac+2,0.4,D1210,73221,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0084,62.0,Bac,1.7,D1502,17388,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0085,58.0,Bac+2,3.1,D1401,51030,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0086,46.0,Bac+5,1.4,M1501,69231,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0087,32.0,Bac+2,0.2,A1301,11120,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0088,62.0,Sans diplôme,2.7,G1602,39176,1.0,1,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_0089,18.0,Bac,7.0,G1302,34248,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0090,42.0,Bac+5,1.4,G1601,79313,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0091,24.0,Bac,0.7,H2502,28023,1.0,1,"Profil autonome, recherche active, aucun frein périphérique identifié.",1
ID_0092,26.0,Bac,1.8,C1201,76455,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0093,41.0,Bac,0.1,K1304,70125,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",0
ID_0094,18.0,Bac,5.2,K1403,35302,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0095,61.0,Bac+2,5.3,K1201,60274,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0096,25.0,Bac+5,2.7,N1101,25296,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0097,41.0,Bac,1.3,D1210,76012,0.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_0098,28.0,Sans diplôme,4.8,C1110,86028,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0099,34.0,Sans diplôme,2.4,M1705,43136,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",2
ID_0100,25.0,Bac+5,5.2,J1506,61362,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",0
ID_0101,52.0,Bac+2,3.0,K1903,41204,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_0102,52.0,Bac,4.6,G1601,22160,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0103,50.0,Bac+5,2.7,H2502,42322,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0104,22.0,Bac+5,1.6,D1401,90035,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,0
ID_0105,59.0,Bac+5,9.5,F1603,80185,1.0,0,,1
ID_0106,56.0,Bac+5,2.3,C1302,74134,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0107,58.0,Bac,2.8,K1304,56068,1.0,0,,1
ID_0108,45.0,Bac+2,0.7,M1801,41017,0.0,1,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0109,24.0,Bac,2.9,K2111,17283,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,0
ID_0110,26.0,Bac+5,2.5,M1805,90058,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0111,25.0,Bac+2,0.6,M1806,45097,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0112,29.0,Bac+2,0.2,K2106,66123,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,2
ID_0113,51.0,Bac+2,2.8,N4301,65173,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0114,50.0,Sans diplôme,4.3,M1802,02679,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0115,40.0,Bac,2.2,K1304,77145,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0116,41.0,Bac+5,0.8,N1301,62882,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0117,54.0,Bac+5,3.3,N1303,61487,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0118,52.0,Sans diplôme,0.3,D1406,11108,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_0119,61.0,Sans diplôme,1.7,K1403,58306,1.0,1,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",2
ID_0120,57.0,,0.5,G1203,77093,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0121,39.0,Bac+2,0.6,A1401,09261,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_0122,44.0,Bac+5,0.7,K1403,07007,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0123,52.0,Bac,1.5,K1903,46205,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0124,18.0,Bac,0.2,N1301,86023,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_0125,,Bac+5,1.5,J1506,44224,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,0
ID_0126,54.0,Bac+2,2.2,C1110,58040,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0127,31.0,Bac,2.0,M1801,47014,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0128,20.0,Bac,1.4,K1903,60636,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0129,18.0,Bac,5.5,M1801,12282,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0130,22.0,Bac,0.5,G1602,17466,0.0,1,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0131,43.0,Bac,2.1,A1301,71201,1.0,1,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0132,31.0,Bac+2,0.2,H1206,62550,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,0
ID_0133,56.0,Bac+5,0.2,D1406,25339,,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0134,44.0,Bac+2,2.6,M1805,03299,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0135,,Bac+2,2.5,K1201,39209,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0136,32.0,Sans diplôme,6.3,C1302,55043,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",1
ID_0137,32.0,Bac,2.4,C1110,08063,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0138,43.0,Sans diplôme,9.6,D1210,47095,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_0139,59.0,Bac,0.1,D1503,34129,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0140,30.0,Bac+2,0.3,A1501,19199,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_0141,49.0,Bac+5,0.1,K1201,80134,0.0,1,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0142,56.0,Sans diplôme,0.6,K1403,44173,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",2
ID_0143,49.0,Bac,2.3,C1102,64029,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,0
ID_0144,21.0,Bac+5,3.1,M1705,48176,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0145,47.0,Bac,0.1,C1110,23012,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0146,54.0,Bac,8.8,I1304,09211,0.0,0,,2
ID_0147,40.0,Bac+2,5.5,C1201,56234,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_0148,56.0,Bac+2,1.1,K2101,63381,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0149,62.0,Sans diplôme,0.2,D1401,02411,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_0150,32.0,Bac,0.6,A1401,71248,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0151,60.0,Bac+2,0.4,F1603,42153,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",1
ID_0152,46.0,Bac,0.4,F1603,80151,1.0,1,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0153,53.0,Sans diplôme,2.2,N1101,10060,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_0154,30.0,Bac+2,0.8,H1504,27288,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0155,49.0,Sans diplôme,1.3,C1110,81173,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0156,24.0,Bac+2,13.7,K1403,14483,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0157,39.0,Bac,3.5,G1203,09193,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0158,45.0,Bac+5,8.9,M1602,41271,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0159,19.0,Bac,0.5,K1903,59283,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_0160,59.0,Bac,1.4,K1304,18194,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",1
ID_0161,62.0,Sans diplôme,2.4,C1102,61351,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_0162,23.0,Bac,0.2,G1601,35253,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0163,,Bac+5,0.0,A1301,11028,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0164,45.0,Bac+5,3.3,M1806,2A061,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0165,61.0,Bac,3.1,J1506,79239,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0166,61.0,Bac,1.6,D1502,56100,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0167,37.0,Bac+2,2.0,M1806,50251,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0168,47.0,Bac+5,1.6,M1602,29003,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0169,28.0,Bac,0.1,C1201,27464,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0170,45.0,Bac,1.2,C1302,65148,1.0,0,,0
ID_0171,42.0,Bac,0.6,K1601,38315,,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0172,56.0,Bac+2,0.3,H2502,85125,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0173,50.0,Sans diplôme,9.4,I1304,18043,1.0,1,Problème ponctuel de mobilité géographique. Zone mal desservie.,2
ID_0174,18.0,Bac+2,2.7,C1501,57295,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0175,,Bac,3.9,J1506,25119,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0176,30.0,Bac+2,1.1,M1203,80358,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_0177,58.0,Sans diplôme,1.5,D1401,57044,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,2
ID_0178,20.0,Bac,0.8,H1206,74107,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0179,56.0,,0.3,K1903,59042,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,1
ID_0180,23.0,,0.6,N4301,29056,0.0,1,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0181,25.0,Sans diplôme,4.8,W1401,67463,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,0
ID_0182,44.0,Bac,3.4,D1401,26166,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,0
ID_0183,26.0,Bac,2.4,J1301,11304,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",0
ID_0184,54.0,,1.9,M1602,41105,0.0,0,,2
ID_0185,50.0,Bac+2,7.7,N1301,70136,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0186,59.0,Bac+2,0.2,N4301,24114,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0187,61.0,Bac+5,1.0,I1304,80302,,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",1
ID_0188,41.0,Bac,1.3,G1601,65259,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_0189,32.0,Bac+5,4.6,M1602,61440,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0190,49.0,,14.7,A1301,27394,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",2
ID_0191,49.0,,0.8,A1203,11257,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0192,41.0,Sans diplôme,6.2,K2106,35304,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0193,58.0,,5.3,N1303,11369,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0194,29.0,Bac+2,0.8,C1201,28375,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0195,56.0,Bac+2,1.5,D1210,25202,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0196,19.0,Bac+2,1.6,N4301,08075,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0197,,Bac,11.5,M1801,71445,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0198,54.0,Bac,0.6,M1801,22198,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_0199,34.0,Sans diplôme,4.8,H1206,29272,1.0,1,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0200,19.0,Bac,1.2,K1304,29300,1.0,1,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0201,19.0,Bac,3.9,M1501,21588,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0202,45.0,Sans diplôme,1.6,D1210,11028,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0203,40.0,Bac,2.6,G1302,21147,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,0
ID_0204,54.0,Bac,5.4,A1203,37035,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",1
ID_0205,49.0,Bac+2,4.9,D1210,01058,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0206,50.0,Bac+5,6.0,G1601,45316,1.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0207,18.0,Bac+5,0.2,N1101,28334,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0208,,Bac+2,3.5,G1602,33176,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0209,19.0,Bac,0.5,G1203,59292,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0210,61.0,Bac+2,1.6,K1201,41140,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,1
ID_0211,43.0,Bac+2,2.4,A1203,72135,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0212,49.0,Sans diplôme,1.5,C1302,61387,0.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_0213,23.0,Bac,2.2,M1801,21652,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,0
ID_0214,49.0,Bac+5,17.0,K2101,18050,,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0215,21.0,Bac,0.4,G1602,79265,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_0216,28.0,Bac,3.4,W1401,70026,0.0,1,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0217,34.0,Bac,1.5,M1501,61194,1.0,0,,1
ID_0218,55.0,Sans diplôme,0.4,K2111,37118,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0219,41.0,Bac,0.5,A1203,90083,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0220,22.0,Bac,8.9,M1805,21479,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
